EventId,Type,Severity,StartTime(UTC),EndTime(UTC),Precipitation(in),TimeZone,AirportCode,LocationLat,LocationLng,City,County,State,ZipCode
W-4041689,Rain,Light,1/1/22 5:41,1/1/22 8:53,0.05,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041690,Rain,Light,1/1/22 11:53,1/1/22 12:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041691,Rain,Light,1/8/22 13:53,1/8/22 14:42,0.02,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041692,Fog,Severe,1/8/22 15:39,1/8/22 18:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041693,Rain,Light,1/8/22 18:53,1/8/22 20:34,0.02,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041694,Fog,Severe,1/8/22 20:57,1/9/22 3:33,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041695,Fog,Severe,1/9/22 16:53,1/9/22 17:05,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041696,Rain,Light,1/9/22 17:05,1/9/22 17:26,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041697,Storm,Severe,1/15/22 10:53,1/15/22 11:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041698,Snow,Light,1/15/22 19:23,1/15/22 20:24,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041699,Rain,Light,1/19/22 14:53,1/19/22 16:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041700,Rain,Light,1/24/22 19:53,1/24/22 21:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041701,Fog,Severe,1/25/22 8:53,1/25/22 10:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041702,Rain,Light,1/27/22 3:53,1/27/22 4:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041703,Rain,Light,2/2/22 22:40,2/3/22 0:46,0.2,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041704,Rain,Moderate,2/3/22 0:46,2/3/22 0:55,0.46,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041705,Rain,Light,2/3/22 0:55,2/3/22 1:20,0.04,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041706,Rain,Moderate,2/3/22 1:53,2/3/22 2:18,0.2,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041707,Rain,Light,2/3/22 4:14,2/3/22 4:53,0.07,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041708,Rain,Moderate,2/3/22 4:53,2/3/22 4:56,0.11,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041709,Rain,Light,2/3/22 4:56,2/3/22 5:22,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041710,Rain,Light,2/3/22 6:13,2/3/22 6:53,0.05,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041711,Snow,Light,2/3/22 9:37,2/3/22 11:27,0.05,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041712,Snow,Moderate,2/3/22 11:27,2/3/22 11:53,0.05,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041713,Snow,Heavy,2/3/22 11:53,2/3/22 12:53,0.08,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041714,Snow,Moderate,2/3/22 12:53,2/3/22 13:07,0.03,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041715,Snow,Light,2/3/22 13:07,2/3/22 14:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041716,Snow,Heavy,2/3/22 14:53,2/3/22 15:23,0.39,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041717,Snow,Moderate,2/3/22 15:23,2/3/22 15:34,0.04,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041718,Snow,Heavy,2/3/22 15:34,2/3/22 16:08,0.93,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041719,Snow,Light,2/3/22 16:08,2/3/22 16:23,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041720,Snow,Moderate,2/3/22 16:23,2/3/22 16:34,0.04,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041721,Snow,Heavy,2/3/22 16:34,2/3/22 18:06,7.47,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041722,Snow,Light,2/3/22 18:06,2/3/22 19:34,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041723,Snow,Light,2/3/22 23:07,2/4/22 0:11,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041724,Snow,Light,2/12/22 14:36,2/12/22 14:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041725,Rain,Light,2/17/22 0:53,2/17/22 1:10,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041726,Rain,Light,2/17/22 9:53,2/17/22 10:53,0.19,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041727,Rain,Light,2/22/22 5:20,2/22/22 5:34,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041728,Rain,Light,2/22/22 5:53,2/22/22 6:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041729,Rain,Light,2/22/22 8:53,2/22/22 9:20,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041730,Rain,Light,2/22/22 9:44,2/22/22 9:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041731,Rain,Moderate,2/22/22 10:00,2/22/22 10:30,0.19,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041732,Rain,Heavy,2/22/22 10:30,2/22/22 10:53,0.31,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041733,Precipitation,UNK,2/22/22 10:53,2/22/22 11:53,0.31,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041734,Rain,Light,2/23/22 10:41,2/23/22 11:10,0.13,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041735,Rain,Light,2/23/22 13:07,2/23/22 13:21,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041736,Rain,Light,2/23/22 14:21,2/23/22 14:27,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041737,Rain,Light,2/23/22 14:45,2/23/22 16:10,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041738,Rain,Light,2/23/22 18:36,2/23/22 19:25,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041739,Rain,Light,2/23/22 20:18,2/23/22 20:38,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041740,Rain,Light,2/24/22 2:53,2/24/22 4:15,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041741,Rain,Light,2/24/22 5:43,2/24/22 6:25,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041742,Rain,Light,2/24/22 6:53,2/24/22 7:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041743,Fog,Severe,2/24/22 16:53,2/24/22 17:33,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041744,Rain,Light,2/24/22 17:33,2/24/22 18:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041745,Rain,Light,2/26/22 20:53,2/26/22 21:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041746,Rain,Light,2/26/22 22:40,2/27/22 0:26,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041747,Rain,Light,2/27/22 0:49,2/27/22 1:46,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041748,Rain,Light,2/27/22 2:40,2/27/22 4:20,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041749,Rain,Light,3/5/22 14:53,3/5/22 15:19,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041750,Rain,Light,3/6/22 14:53,3/6/22 15:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041751,Rain,Light,3/6/22 16:30,3/6/22 16:53,0.01,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041752,Rain,Light,3/7/22 4:53,3/7/22 5:53,0.08,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041753,Rain,Moderate,3/7/22 5:53,3/7/22 6:53,0.11,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041754,Rain,Light,3/7/22 6:53,3/7/22 7:34,0.05,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041755,Rain,Light,3/7/22 8:53,3/7/22 9:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041756,Rain,Light,3/8/22 14:53,3/8/22 15:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041757,Fog,Moderate,3/9/22 12:53,3/9/22 13:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041758,Rain,Light,3/11/22 15:18,3/11/22 15:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041759,Rain,Light,3/15/22 0:09,3/15/22 0:23,0.01,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041760,Hail,Other,3/15/22 0:23,3/15/22 0:40,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041761,Rain,Light,3/15/22 0:40,3/15/22 1:22,0.07,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041762,Rain,Light,3/18/22 1:09,3/18/22 1:45,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041763,Rain,Light,3/21/22 14:53,3/21/22 15:13,0.01,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041764,Rain,Light,3/21/22 15:53,3/21/22 17:27,0.03,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041765,Rain,Light,3/21/22 17:53,3/21/22 19:53,0.08,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041766,Rain,Light,3/21/22 22:53,3/21/22 23:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041767,Precipitation,UNK,3/22/22 1:11,3/22/22 1:53,0.66,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041768,Rain,Heavy,3/22/22 1:53,3/22/22 2:10,0.44,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041769,Rain,Light,3/22/22 2:10,3/22/22 2:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041770,Fog,Moderate,3/22/22 3:53,3/22/22 4:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041771,Rain,Light,3/30/22 7:53,3/30/22 8:41,0.01,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041772,Rain,Light,3/30/22 9:06,3/30/22 9:10,0.06,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041773,Precipitation,UNK,3/30/22 9:10,3/30/22 9:31,0.84,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041774,Rain,Heavy,3/30/22 9:31,3/30/22 10:09,1.51,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041775,Rain,Light,3/30/22 12:53,3/30/22 14:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041776,Rain,Light,3/31/22 15:53,3/31/22 16:44,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041777,Rain,Light,4/2/22 6:53,4/2/22 7:53,0.02,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041778,Rain,Light,4/5/22 3:53,4/5/22 4:06,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041779,Precipitation,UNK,4/5/22 4:11,4/5/22 5:37,5.13,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041780,Rain,Light,4/5/22 6:08,4/5/22 6:53,0.04,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041781,Rain,Light,4/5/22 8:47,4/5/22 9:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041782,Fog,Moderate,4/5/22 12:53,4/5/22 13:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041783,Fog,Severe,4/5/22 13:53,4/5/22 14:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041784,Storm,Severe,4/6/22 10:53,4/6/22 11:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041785,Rain,Light,4/10/22 23:53,4/11/22 0:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041786,Rain,Light,4/11/22 16:04,4/11/22 16:25,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041787,Rain,Light,4/12/22 17:53,4/12/22 18:53,0.01,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041788,Rain,Light,4/13/22 0:29,4/13/22 0:39,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041789,Rain,Light,4/13/22 13:28,4/13/22 13:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041790,Fog,Moderate,4/16/22 14:53,4/16/22 15:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041791,Rain,Light,4/20/22 1:53,4/20/22 2:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041792,Rain,Light,4/20/22 11:53,4/20/22 13:31,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041793,Rain,Light,4/25/22 0:25,4/25/22 1:12,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041794,Rain,Light,4/25/22 1:32,4/25/22 3:53,0.11,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041795,Rain,Light,4/25/22 5:53,4/25/22 6:28,0.02,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041796,Rain,Moderate,4/25/22 6:28,4/25/22 6:37,0.17,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041797,Precipitation,UNK,4/25/22 6:37,4/25/22 6:53,0.26,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041798,Rain,Moderate,4/25/22 6:53,4/25/22 7:01,0.28,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041799,Rain,Light,4/25/22 7:16,4/25/22 7:53,0.04,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041800,Precipitation,UNK,4/25/22 8:10,4/25/22 8:53,0.25,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041801,Rain,Heavy,4/25/22 8:53,4/25/22 9:17,0.34,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041802,Rain,Light,4/25/22 9:17,4/25/22 11:53,0.33,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041803,Rain,Light,5/2/22 7:53,5/2/22 8:28,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041804,Rain,Light,5/2/22 8:53,5/2/22 9:53,0.03,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041805,Precipitation,UNK,5/2/22 10:38,5/2/22 10:45,0.51,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041806,Rain,Heavy,5/2/22 10:45,5/2/22 11:12,1.02,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041807,Rain,Light,5/3/22 7:17,5/3/22 7:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041808,Rain,Moderate,5/3/22 8:08,5/3/22 8:17,0.13,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041809,Precipitation,UNK,5/3/22 8:17,5/3/22 8:53,0.68,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041810,Rain,Heavy,5/3/22 8:53,5/3/22 9:02,0.53,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041811,Rain,Light,5/3/22 9:02,5/3/22 9:29,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041812,Fog,Severe,5/4/22 9:12,5/4/22 11:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041813,Rain,Light,5/4/22 11:53,5/4/22 12:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041814,Fog,Severe,5/4/22 12:53,5/4/22 15:26,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041815,Rain,Light,5/4/22 22:53,5/4/22 23:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041816,Rain,Moderate,5/5/22 1:53,5/5/22 2:12,0.2,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041817,Rain,Light,5/5/22 18:53,5/5/22 19:01,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041818,Fog,Moderate,5/21/22 12:53,5/21/22 13:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041819,Rain,Light,5/23/22 6:53,5/23/22 10:53,0.03,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041820,Rain,Light,5/23/22 13:53,5/23/22 16:31,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041821,Rain,Light,5/24/22 2:53,5/24/22 5:53,0.01,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041822,Rain,Light,5/24/22 6:53,5/24/22 9:42,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041823,Rain,Light,5/24/22 11:53,5/24/22 12:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
